LPC_NAME,lat,long
George and Sarah Rives House,40.7762793763381,-73.9611043570609
Joseph Loth & Company Silk Ribbon Mill,40.82882412286825,-73.94545441938344
Metropolitan Baptist Church,40.81094432861089,-73.94634114474333
Odd Fellows Hall,40.719433743642455,-73.9984547640819
Bond Street Savings Bank,40.725903413458056,-73.99233245993597
313 East 58th Street House,40.75994535125463,-73.96404446748627
Regis High School,40.77956816572555,-73.95878661407356
Police Athletic League Building,40.73350929831362,-73.99240552977034
97 Bowery Building,40.71731601991656,-73.99496314642664
430 Lafayette Street Building,40.72926560269002,-73.99246296345892
254-260 Canal Street,40.71835576818628,-74.00099980624613
West Park Presbyterian Church,40.787779899641265,-73.9744109458486
Church of the Holy Trinity and Saint Christopher House,40.77833101730148,-73.9495818729171
167 East 73rd Street Carriage House,40.771032922794724,-73.96081631471792
Beaumont Apartments,40.83037089491991,-73.94931286395355
32nd Police Precinct Station House,40.829617559930625,-73.94475338746665
21 West Street Building,40.70634855350126,-74.01547674502243
Midtown Theater,40.79665635318861,-73.9697359156451
56 West 130th Street House,40.81044283758649,-73.94250603802173
Saint Andrew's Church,40.807756952164056,-73.94065558942388
Horn & Hardart Automat-Cafeteria Building,40.79948941692309,-73.96791101333885
240 Central Park South Apartments,40.76742036258947,-73.98118694756616
34 Dominick Street House,40.72490167897858,-74.00667453546578
Henry Seligman Residence,40.762736570383815,-73.97621358629281
12 West 130th Street House,40.809685707744144,-73.94078443697781
Saint Vincent Ferrer Priory and School,40.766091588322865,-73.96460225878906
Fire Engine Company No. 47,40.80487462285551,-73.9629646931869
Saint Cecilia's Church,40.79226637545424,-73.9471434396034
Central Synagogue,40.75953740578512,-73.97052368708852
Morris and Laurette Schinasi House,40.802982500660235,-73.96918467069221
John Peirce Residence,40.75897297436962,-73.97557263002176
William Lescaze House and Office,40.75448847158201,-73.97082216081398
Saint Thomas Church and Parish House,40.76087717292997,-73.97622134415053
355 Central Park West House,40.791376108446244,-73.96517533398847
Mother African Methodist Episcopal Zion Church,40.81588504622306,-73.94181658741145
Japan Society Headquarters,40.75261068137513,-73.96825449956533
"First Church of Christ, Scientist",40.7920601866139,-73.96483480849379
Mount Vernon Hotel Museum,40.760587203086935,-73.95967594944909
555 Edgecombe Avenue Apartments,40.833786901136655,-73.93905427661471
Harlem Courthouse,40.80119629438199,-73.9384197349241
Nicholas C. and Agnes Benziger House,40.82712784306937,-73.94167003709936
Percy and Maud H. Pyne House,40.76882418476319,-73.96592925031526
166 East 73rd Street Carriage House,40.77068632927226,-73.96122568437494
Fuller Building,40.762420790698826,-73.97180353560569
52 West 130th Street House,40.81037581838454,-73.94234697516991
Fire Hook and Ladder Company No. 14,40.804414073739096,-73.93816634544115
Bohemian National Hall,40.76914050701884,-73.95638803727032
130-134 East 67th Street Apartment House,40.76689303788437,-73.96421564753207
"New York Free Circulating Library, Bloomingdale Branch",40.796697238820244,-73.96914258469783
218 East 78th Street House,40.77308668574857,-73.95716650870828
24 West 130th Street House,40.80988844464085,-73.94126558578317
165 East 73rd Street Carriage House,40.771063734505994,-73.96088947925443
54 West 130th Street House,40.810387032659186,-73.94244890423101
Gustav and Virginia Pagenstecher House,40.77079614456393,-73.96644126590952
Saint Paul's Methodist Episcopal Church and Parish House,40.78898855783191,-73.97721504653136
Casa Italiana,40.80755993677469,-73.96020996357439
Mount Sinai Dispensary,40.76727165634098,-73.96396733831085
177-179 East 73rd Street Carriage House,40.770886215470874,-73.96052040824267
High Bridge,40.83725220784974,-73.93579711289104
Clarence and Anne Douglass Dillon House,40.775720584843555,-73.95917685743764
Lever House,40.759587384134306,-73.97301323014196
Museum of the City of New York,40.79253687511083,-73.95183053176915
"New York Public Library, Aguilar Branch",40.794147588121064,-73.94345547674028
Jonathan W. Allen Stable,40.74957750385991,-73.97618412319318
Dunbar Apartments,40.825122714839566,-73.93838570387145
Lambs Club,40.75647808469257,-73.98454635963374
17 East 90th Street House,40.78384617635172,-73.9572995927569
William Goadby and Florence Baker House,40.78487872817113,-73.95525716186168
254 West 102nd Street House,40.798778430811616,-73.97008458655226
"New York Public Library, Hamilton Grange Branch",40.825728014468744,-73.94795940840483
214 East 78th Street House,40.77314614838652,-73.95722918671515
"St. Mary's Protestant Episcopal Church, Parish House, and Sunday School",40.81495159820305,-73.95602173170003
Gertrude Rhinelander Waldo House,40.77144536019245,-73.96537955674697
Marseilles Hotel,40.79905199042077,-73.96908524502503
R. Livingston and Eleanor T. Beeckman House,40.768840967187614,-73.96918262637898
Reginald and Anna DeKoven House,40.779598291217646,-73.9571078894079
Moses Allen and Alice Dunning Starr House,40.76157660063707,-73.97595145376381
Daily News Building,40.74976993037852,-73.97332725186511
Saint Nicholas Russian Orthodox Cathedral,40.78833703269166,-73.95403665879954
Rectory of Saint Martin's Episcopal Church,40.8054295406695,-73.94629389081538
Villard Houses,40.75825307249458,-73.97496336710321
212 East 78th Street House,40.77316378674969,-73.95727101583948
369th Regiment Armory,40.817864638809354,-73.93518996012956
George S. Bowdoin Stable,40.74874715945585,-73.97677271116784
Philip and Carrie Lehman House,40.7616185188548,-73.97605025640895
Lewis Gouverneur and Nathalie Bailey Morris House,40.77924608742087,-73.95739314798739
354 Central Park West House,40.79132956708044,-73.9652090594513
Oliver D. and Mary Pyne Filley House,40.76891677350339,-73.96586182226045
St. Regis Hotel,40.76122004315465,-73.97448798486558
San Remo Apartments,40.7780495012815,-73.97533613592924
Payne and Helen Hay Whitney House,40.776555443187625,-73.96361664286552
58 West 130th Street House,40.81047591886083,-73.94258455163003
Saint Patrick's Cathedral Complex,40.758498701975334,-73.97598589272947
40 West 130th Street House,40.81017700654874,-73.94187512318285
Dakota Apartments,40.77675079956778,-73.97625323413509
"New York Public Library, 125th Street Branch",40.80295671209458,-73.93488164749962
Congregation Beth Hamedrash Hagadol Anshe Ungarin,40.723595830509744,-73.97826763698517
146 East 89th Street House,40.7810535571628,-73.95386730233692
Aeolian Building,40.76105118066183,-73.97482604082462
856 West End Avenue House,40.79882948112846,-73.97022169314943
"Croton Aqueduct, West 119th Street Gatehouse",40.8084605235659,-73.95954124882954
1009 Fifth Avenue House,40.77871564644317,-73.96203935873598
Temple Court Building and Annex,40.71114240676456,-74.00690757633132
Edward S. and Mary Stillman Harkness House,40.77438195146768,-73.96517851345796
S. Jarmulowsky Bank Building,40.714745335883734,-73.99216501554
439 West 24th Street House,40.748072433311876,-74.00235790811894
36 West 130th Street House,40.81010927963597,-73.94171438567265
"Free Public Baths of the City of New York, East 54th Street Bath and Gymnasium",40.75647543057907,-73.96512095882937
Washington Apartments,40.80697139566609,-73.95028771822165
85 Sullivan Street House,40.72479920025007,-74.00339622190415
Holland Plaza Building,40.72350286600778,-74.00703532677525
311 East 58th Street House,40.7599786650419,-73.96412352593067
Metropolitan Club Building,40.76486094889832,-73.97184002767763
Century Apartments,40.77042564689681,-73.98099190688188
The Players,40.737610527783076,-73.98663942059461
Louis N. Jaffe Art Theater (Yiddish Art Theater/Yiddish Folks Thearter),40.7309307804228,-73.98637413850594
443-445 West 24th Street House,40.74813965467211,-74.00251817415578
Samuel Treadwell Skidmore House,40.72751529378498,-73.99202367938105
Fire Engine Company 55,40.719839849109555,-73.9957479934232
Apthorp Apartments,40.78376465021843,-73.98076608010284
Bell Telephone Laboratories Complex,40.73647576511089,-74.00891624517158
New York House and School of Industry,40.7389086910692,-73.9970459851288
Belleclaire Hotel,40.78239703066792,-73.98138194072392
Eleventh Street Methodist Episcopal Chapel,40.72787263458905,-73.97971736020259
Century Association Clubhouse,40.7546283547968,-73.98087930331552
American Express Company Building,40.70733333876186,-74.01258591837308
Hopkins Store,40.714850709563756,-74.01051208844572
107-109 Riverside Drive House,40.787469488179894,-73.98092851278696
Mutual Reserve Fund Life Association Building,40.71558097900505,-74.00562227689629
Young Men's Institute Building,40.72213524500959,-73.99369233475126
Guild Theater,40.7633278118834,-73.98417630995732
Condict Store,40.718156561057846,-74.0039674964909
Bank of New York & Trust Company Building,40.70653254194944,-74.00902471422206
Edward Mooney House,40.71462238664101,-73.99747145174169
Irad Hawley House,40.73422038807955,-73.99439018268633
Mount Olive Fire Baptized Holiness Church,40.80841186450485,-73.95357710994557
Dyckman House,40.86749909517596,-73.92284077343724
Waldorf-Astoria Hotel,40.756497860576395,-73.97318463491176
26 West 130th Street House,40.80992027323079,-73.9413411250025
Saint Philip's Protestant Episcopal Church,40.81469638194694,-73.94522769450899
Dave Hennen and Alice Morris House,40.77083948325079,-73.96654399892195
Chapel of the Intercession,40.83211169573226,-73.94512920687283
Cyril and Barbara Rutherford Hatch Residence,40.764666050399704,-73.96548809049925
Apollo Theater,40.81011365321488,-73.94983316917829
48 West 130th Street House,40.81030936082111,-73.94218924594988
Parsonage of the Church of the Holy Trinity,40.77836981788755,-73.94925408240933
Thatcher and Frances Adams House,40.77630020358168,-73.96122304880686
18 West 130th Street House,40.809786124814195,-73.9410227530235
Association Residence for Respectable Aged Indigent Females,40.798612135930526,-73.96625772435318
William H. and Ada S. Moore House,40.76061271780944,-73.97489266911462
Mount Morris Bank Building,40.80538367667549,-73.9392288694606
Emily Trevor House,40.78388259447265,-73.95738580995071
"New York Public Library, Schomburg Collection for Research in Black Culture",40.81475929537411,-73.94119324022437
Grafton W. and Anne Minot House,40.78391657219688,-73.95746624979226
180 East 73rd Street Carriage House,40.770511034374174,-73.9608103073899
182 East 73rd Street Carriage House,40.77047651147716,-73.96072850316268
William Frances Crocker Sloane House,40.76901048853528,-73.96584586326279
38 West 130th Street House,40.810120727709226,-73.94181686630655
"George F. Baker, Jr. House",40.784985316687695,-73.95416249684827
Regina Angelorum,40.79240316921656,-73.94738008810414
163 East 73rd Street Carriage House,40.77111270806877,-73.96096834878064
22 West 130th Street House,40.8098512486968,-73.94117730982745
Vincent and Helen Astor House,40.77567106829937,-73.95905838860749
10 West 130th Street House,40.809653322504154,-73.94070757910369
Public School 166,40.788828843426735,-73.97259682057123
Edith Andrews Logan Residence,40.762984571514096,-73.97544576683761
20 West 130th Street House,40.8098179006696,-73.94109816583709
Belnord Apartments,40.78834326226361,-73.97529467811472
Wadleigh High School for Girls,40.802625109933906,-73.95407686786481
Hotel Theresa,40.808723018437874,-73.94900238209685
Fire Engine Company No. 53,40.790817399234975,-73.946213745872
"William and Helen Ziegler, Jr. House",40.75976464009261,-73.97103736107235
Our Lady of Lourdes Roman Catholic Church,40.82326194974773,-73.94821701066397
161 East 78th Street House,40.774252064598386,-73.95867201670816
East River Savings Bank,40.79418664167621,-73.96976690597546
8 West 130th Street House,40.80962119626959,-73.94063133518807
Scribner Building,40.7573376450398,-73.97762776520945
Vicarage of the Chapel of the Intercession,40.832060820735656,-73.94476591178781
45 East 66th Street Apartments,40.76806979209595,-73.96774097465591
15 West 54th Street House,40.76172803341636,-73.97636271001817
152 East 89th Street House,40.78102367933087,-73.95371692321184
"New York Public Library, George Bruce Branch",40.81374881423202,-73.95700024893912
Majestic Apartments,40.77607017778955,-73.97685044368689
"New York Public Library, 115th Street Branch",40.80305007292261,-73.95349790588448
Lucy Dahlgren House,40.78772195272139,-73.95452143871759
858 West End Avenue House,40.798873286638084,-73.97018963042588
Joseph B. and Josephine H. Bissell House,40.76228972210547,-73.97695373252968
Look Building,40.75892271865266,-73.97531231977187
Rectory of the Eglise de Notre Dame,40.8052613965625,-73.96067429799265
Virginia Graham Fair Vanderbilt House,40.78477702271272,-73.95501941454478
"Roger and Mary Philipse Morris House, Mount Morris",40.83435140064489,-73.93832477726227
34 West 130th Street House,40.81005391347528,-73.94165829476684
152 East 38th Street House,40.74830231112831,-73.97722463141673
Socony-Mobil Building,40.75075370083319,-73.97534483836657
Henry T. and Jessie Sloane House,40.772396768213135,-73.96595056889433
Civic Club,40.745207701570806,-73.97611385993073
Ernesto and Edith Fabri House,40.787097327176745,-73.95524087728074
Beresford Apartments,40.782602083143594,-73.97208130467082
New York Training School for Teachers and New York Model School,40.818423255122035,-73.94979449642474
Beaux-Arts Apartments,40.750538759302074,-73.97044257880263
Manhasset Apartments,40.80339825046786,-73.96785197445733
173 East 73rd Street Carriage House,40.770954872832775,-73.96068342910756
67 East 93rd Street House,40.78514490223036,-73.95449073248318
Saint Bartholomew's Church and Community House,40.75720843819473,-73.97296398627768
312 East 53rd Street House,40.75628873583954,-73.96668748883482
30 West 130th Street House,40.81000943503494,-73.94147742244023
1261 Madison Avenue Apartments,40.78355330947185,-73.95653515603809
New-York Cancer Hospital,40.79788067352991,-73.96091886152551
28 West 130th Street House,40.80995284648063,-73.94141843171687
John H. and Caroline Iselin House,40.77633230246824,-73.96129947515747
Graham Court Apartments,40.803367406596045,-73.95162823489196
50 West 130th Street House,40.81032052162299,-73.94229104720588
159 East 78th Street House,40.774275991418975,-73.95872907781026
Fire Engine Company 39 and Ladder Company 16 Station House,40.76725025963274,-73.96352231530273
Paul Rudolph Penthouse & Apartments,40.753348451683635,-73.96443688824995
James B. and Nanaline Duke House,40.776374883630545,-73.96362448848102
Ford Foundation Building,40.74985586975441,-73.97117882569454
16 West 130th Street House,40.80975439128296,-73.94094743999749
148 East 89th Street House,40.781056578016056,-73.95379573147028
14 West 130th Street House,40.80971820894064,-73.94086156997993
Mecca Temple,40.76397128936925,-73.97932958405555
Grammar School No. 9,40.78633662394428,-73.97915363674628
Saint Nicholas of Myra Orthodox Church,40.7278080961904,-73.98259911233077
Solomon R. Guggenheim Museum,40.78301031340118,-73.95879389788253
Pike Street Synagogue,40.713579335635785,-73.992112988345
John B. and Isabella Leech House,40.788161302807396,-73.97793003583544
Rockefeller Apartments,40.76196283105855,-73.97647417590295
Fisk-Harkness House,40.75978568509416,-73.97506929050957
Oliver Gould and Mary Brewster Jennings House,40.7724296525981,-73.96609444248354
Saint Paul's German Evangelical Lutheran Church,40.80752869426488,-73.94820138219094
168 East 73rd Street Carriage House,40.770643767414256,-73.96112482908111
Willard and Dorothy Whitney Straight House,40.78656919639754,-73.95629647128524
Seventh Regiment Armory,40.767238752113016,-73.96535125448028
Barrymore Theater,40.760112250616594,-73.98610581934005
L. P. Hollander & Company Building,40.76301132160592,-73.97324252593964
James J. and Josephine Goodwin Residence,40.76167881951087,-73.97615358525556
156 East 89th Street House,40.78099076905365,-73.95363808708146
Seagram Building,40.758406961866136,-73.97192383596676
28th Police Precinct Station House,40.79075617036752,-73.94606879861128
Frederick C. and Birdsall Otis Edey Residence,40.7624573322085,-73.97542432252207
42 West 130th Street House,40.81018736546863,-73.94197502113552
Abyssinian Baptist Church and Community House,40.81661739718696,-73.94144701327487
Claremont Stables,40.78960656877651,-73.97289395308306
Sara Delano Roosevelt and Franklin and Eleanor Roosevelt Houses,40.76720398981512,-73.96758625174014
"Rogers, Peet & Company Building",40.71362697818823,-74.00732447107863
Equitable Building,40.70819526850569,-74.01039147504393
Saint Patrick's Old Cathedral,40.72391748048446,-73.99496886934972
(Former) Public School 64,40.72634441017065,-73.9795032079161
New York County National Bank,40.7396378635617,-74.00296509049106
328 East 18th Street House,40.73412346780582,-73.98195685518468
James A. and Ruth M. Bailey House,40.827197370893074,-73.94199524258143
Morris B. Sanders Studio & Apartment,40.75499717368799,-73.97020344028455
Summit Hotel,40.75657774064114,-73.97137551846066
General Electric Building,40.757010238872475,-73.9724513219837
23rd Police Precinct Station House,40.74777956347806,-73.99148323819597
"Young Men's Christian Association Building, 135th Street Branch",40.814706004894035,-73.94293900738303
46 West 130th Street House,40.81025388595306,-73.94213289747047
1321 Madison Avenue House,40.785282816449815,-73.9552343698144
122 East 92nd Street House,40.78339152934222,-73.95357724897642
163-165 East 78th Street,40.77423456600941,-73.9585778450228
44 West 130th Street House,40.810242643569644,-73.94203090287479
154 East 89th Street House,40.78100735102153,-73.95367780867616
Bayard-Condict Building,40.726397734787746,-73.99498972903707
508 Canal Street House,40.724664518761706,-74.00973256096472
19th Police Precinct Station House,40.7672125461364,-73.96377634192974
Mary Hale Cunningham House,40.75969080362449,-73.97080792384612
647 Fifth Avenue Building,40.75939592877913,-73.97612751658114
Saint Martin's Episcopal Church,40.805374653290606,-73.94649311456978
Eldorado Apartments,40.78838459274783,-73.9678649060462
171 East 73rd Street House,40.77100440302028,-73.9607485897954
Saint Aloysius Roman Catholic Church,40.81389954394645,-73.94563932430057
157 East 78th Street House,40.77430025961378,-73.9587869513339
Chanin Building,40.75125111287691,-73.97679564126331
441 West 24th Street House,40.748101175328415,-74.00242643393584
United States Courthouse,40.71350075969263,-74.00243480699086
63 Nassau Street Building,40.70939491561084,-74.00875936126958
Aberdeen Hotel,40.74785526548052,-73.98646512198688
56-58 Pine Street Building,40.7069070492269,-74.00830657258331
William and Rosamond Clark House,40.71181532071167,-73.99451824737507
One Chase Manhattan Plaza,40.70765824626907,-74.00934023489711
60 West 130th Street House,40.81046787278459,-73.94271608307326
Otto and Addie Kahn House,40.784772836998464,-73.95746919588257
Trinity School,40.79048905740417,-73.97111487584
Hickson W. Field Stores,40.70591054181159,-74.00424323271312
Downtown Athletic Club Building,40.70613549642571,-74.01552234812404
Cunard Building,40.705858645572214,-74.0139524128793
National City Bank Building,40.70597600815123,-74.00927376986326
Goelet Building,40.75790552202647,-73.97823555227151
120 East 92nd Street House,40.78342608826865,-73.95365947974447
178 East 73rd Street Carriage House,40.77054380287825,-73.96088795405919
Fire Engine Company No. 384 and Hook & Ladder Company No. 34,40.835928852328344,-73.94090936852524
Wheatsworth Bakery Building,40.724883530077044,-73.97584323554707
Andrew and Louise Carnegie House,40.784179070792725,-73.95766136640812
Regent Theater,40.80312673005729,-73.95316446796429
Fire Engine Company No. 67,40.84129196990899,-73.93718432446482
Lewis Spencer and Emily Coster Morris House,40.77581592826399,-73.95940496656213
17 East 128th Street House,40.808164679369625,-73.93974072534424
Yorkville Bank Building,40.77817628901258,-73.95388257779958
New-York Historical Society,40.77935939656584,-73.97452252383702
208 East 78th Street House,40.773199684962165,-73.95735614848103
Barbizon Hotel for Women,40.76432127487995,-73.96616677361378
Beaux-Arts Apartments,40.75099353794528,-73.9702578380942
Pomander Walk,40.794059763000845,-73.97339178502138
Langston Hughes House,40.807148496087784,-73.94056305127991
Public School 72,40.79201687946522,-73.94696854615584
Grand Central Terminal,40.75263448787165,-73.97693953389138
172-174 East 73rd Street Carriage House,40.77057720489479,-73.96096710305206
Racquet and Tennis Club Building,40.758862856469,-73.97328560416675
John S. and Catharine C. Rogers House,40.77638018544671,-73.96141347977239
Pepsi-Cola Building,40.762853360234864,-73.97033357911725
Allerton 39th Street House,40.74946047111025,-73.97653393005038
170 East 73rd Street Carriage House,40.77058489256456,-73.96106437633786
210 East 78th Street House,40.773181451955914,-73.95731290893275
Panhellenic Tower,40.75341873173131,-73.96603928029437
Charles A. Vissani House,40.79304261531319,-73.96938499848272
Rockefeller Guest House,40.756242743290315,-73.96839335068394
Chrysler Building,40.751592069499274,-73.97510567514321
854 West End Avenue House,40.798786569455864,-73.97025310132447
George and Martha Whitney House,40.77575213070861,-73.95930884505961
131-135 East 66th Street Apartment House,40.766637398632106,-73.96440259094679
Master Building,40.80045579054559,-73.97095951162
Henry P. and Kate T. Davison House,40.76910702481006,-73.96573004601714
Gotham Hotel,40.76158701386625,-73.97537880480658
69 East 93rd Street Building,40.78509106587273,-73.95441427809428
Knickerbocker Club Building,40.76582290801281,-73.97135894695667
Bowery Savings Bank Building,40.751420312873066,-73.97697333387859
13 West 54th Street House,40.76171156142574,-73.9762695626633
314 East 53rd Street House,40.75628119754874,-73.96661633706341
150 East 89th Street House,40.781039985451805,-73.95375598257716
175 East 73rd Street House,40.770929058967454,-73.96062213936528
New York Central Building,40.754394772279674,-73.97595506904193
32 West 130th Street House,40.810016118128644,-73.94156859392746
Isaac L. and Julia B. Rice Mansion,40.79148677797289,-73.9787024629317
296 State Street House,40.688856513597614,-73.98823560742169
304 State Street House,40.688730642874475,-73.98791212255585
18th Police Precinct Station House and Stable,40.65036380824076,-74.0089765285102
14th Regiment Armory,40.662934499863695,-73.98313430283329
297 State Street House,40.68889449419968,-73.98710608749786
322 State Street House,40.68843876696766,-73.98719553323872
295 State Street House,40.688917731425654,-73.98716587591913
302 State Street House,40.68876250746734,-73.98799401447181
299 State Street House,40.68887806701878,-73.98703564039108
New York and New Jersey Telephone and Telegraph Building,40.69242570384459,-73.98592378389571
320 State Street House,40.68844653166005,-73.98729508994971
Brooklyn Trust Company Building,40.69458347080722,-73.9919972502095
290 State Street House,40.688935681238895,-73.98843907060827
318 State Street House,40.6884780448783,-73.98737600593459
308 State Street House,40.68866862585697,-73.9877527413561
294 State Street House,40.6888851358092,-73.988309167733
310 State Street House,40.688610037110514,-73.98770110927366
298 State Street House,40.68882493056992,-73.98815443852345
Weir Greenhouse,40.65910040723186,-73.99608581891229
293 State Street House,40.68894147107126,-73.98722695638057
"United States Post Office and Court House, Brooklyn Central Office",40.69571442729546,-73.98946141116981
Commandant's House,40.70254048079604,-73.98037131472215
John Rankin House,40.681492044171094,-73.99882729185639
Brooklyn Clay Retort and Fire Brick Works Storehouse,40.67516664579479,-74.01329005447516
324 State Street House,40.688407751959396,-73.9871158849275
Sunset Park Court House,40.65049091764113,-74.00781143535576
William B. Cronyn House,40.67000006956861,-73.98735684367381
A. I. Namm & Son Department Store,40.69024009211878,-73.98499723396435
292 State Street House,40.688910203263546,-73.98837359226405
"Firehouse, Engine Company 28",40.65184274157856,-74.00526398277093
316 State Street House,40.688508264539685,-73.98745359935556
312 State Street House,40.68856975189092,-73.98761147796137
300 State Street House,40.68879412033381,-73.98807525821569
First Free Congregational Church,40.69430441791477,-73.98484595156337
Long Island Headquarters of the New York Telephone Company,40.69262386006175,-73.98488934056635
314 State Street House,40.68853926631139,-73.98753320125753
291 State Street House,40.688980208701224,-73.98728496927578
Public School 39,40.66867698728649,-73.98278368279747
Brooklyn Fire Headquarters,40.69272698691934,-73.98689742923943
Public Bath No. 7,40.67679826825709,-73.98299767663369
Duffield Street Houses,40.69280718824508,-73.98455521300004
"Brooklyn Public Library, Park Slope Branch",40.66820654506252,-73.98335033773745
"New Utrecht Reformed Dutch Church and Parish House, Expanded Landmark Site",40.6082744249885,-74.00036283932943
306 State Street House,40.68869920860449,-73.9878313379435
Gage & Tollner Restaurant,40.691361843471405,-73.98779632557697
New Utrecht Reformed Dutch Church Cemetery,40.610796051847956,-74.00588222337919
Magen David Synagogue,40.61521244183919,-73.98620648079861
Bennet-Farrell-Feldmann House,40.61698248528258,-74.03775324334545
Howard E. and Jessie Jones House,40.62798371663845,-74.03844222312969
Coney Island Theater Building,40.57600133445243,-73.98164908932782
Child's Restaurant Building,40.572834631186495,-73.98762575488789
Fire Engine Company 253,40.59905894564877,-73.98840291950809
Child's Restaurant Building,40.57518254128477,-73.97983878086747
Wonder Wheel,40.57411586440272,-73.97927567699352
Saint Casimir's Roman Catholic Church,40.68584721773029,-73.97088110637964
Emmanuel Baptist Church,40.688578083719506,-73.96534095336763
Studebaker Building,40.67292725594475,-73.953898409833
James W. and Lucy S. Elwell House,40.68103479424716,-73.96076954456987
Saint Bartholomew's Church,40.678185394328395,-73.9520286432197
Lincoln Club,40.683266956962136,-73.95934188089068
Lefferts-Laidlaw House,40.69382351967467,-73.96935769015587
Pratt Row Houses,40.692085340709305,-73.96207387289479
23rd Regiment Armory,40.67844961663576,-73.95410677231696
Saint George's Episcopal Church,40.68622248767134,-73.94776113581665
"Houses on Hunterfly Road, 1700 Bergen Street House",40.67449364929374,-73.9260682725271
Hanson Place Baptist Church,40.68525128014434,-73.97381386410419
George B. and Susan Elkins House,40.67683151718819,-73.9429865737163
Boys' High School,40.68458263210463,-73.9480922171556
"Brooklyn Public Library, Central Building",40.6725551701444,-73.96795278359753
"Houses on Hunterfly Road, 1702-04 Bergen Street House",40.67444411295149,-73.92606497028525
Alhambra Apartments,40.68134763333231,-73.9501393327715
Joseph Steele House,40.687636720285184,-73.96852454432181
"Houses on Hunterfly Road, 1706-08 Bergen Street House",40.67427811509421,-73.92609190234931
Saint Luke's Episcopal Church,40.6825962339974,-73.96723751412452
Public School 73,40.68070353520573,-73.91050894832026
Royal Castle Apartments,40.68404326167079,-73.96735469321176
Imperial Apartments,40.67758633442013,-73.95238163602366
"Houses on Hunterfly Road, 1706-08 Bergen Street House",40.674350556392106,-73.92609363117556
"Houses on Hunterfly Road, 1702-04 Bergen Street House",40.674380850468495,-73.92604456678066
Renaissance Apartments,40.68222785877913,-73.95017091151739
Public School 9,40.676354493481675,-73.96982937390614
Public School 9 Annex,40.676155514778664,-73.96882530008905
Girls' High School,40.68153450913849,-73.94895151145117
4th Police Precinct Station House,40.69005177472057,-73.9605131464146
Reformed Church of South Bushwick,40.694376725443924,-73.92594165130949
Public School 116,40.698115187390194,-73.91652531207245
John and Elizabeth Truslow House,40.67684567749733,-73.94469625581087
Public School 71K,40.701804104453174,-73.95659573132284
"Brooklyn Public Library, DeKalb Branch",40.69481768888388,-73.92831271169023
Public School 65K,40.683373354935426,-73.8773211280985
"Williamsburg Branch, Public National Bank of New York Building",40.70315032925346,-73.94287418498261
20th Precinct Police Station House and Stable,40.69968646855769,-73.92336917224864
Public School 108,40.68129741838747,-73.8844624109442
Catherina Lipsius House,40.696917940599015,-73.93225857791927
"Ridgewood Lodge No. 710, Free and Accepted Masons",40.69053460580417,-73.92070853586621
Public School 86,40.700532010052456,-73.91768748930947
"Flatbush Dutch Reformed Church, Expanded Site",40.64963130499117,-73.95914673000685
Flatbush Town Hall,40.64889642879364,-73.95687215593925
Erasmus Hall High School,40.64968518302755,-73.95706899639606
Henry and Abraham Wyckoff House,40.61084706620763,-73.9512260096976
"Firehouse, Engine Company 40 and Hook & Ladder Company 21",40.65121051863805,-73.97535638782176
Flatbush Dutch Reformed Church Parsonage,40.64937176745853,-73.95954355410943
Johannes Van Nuyse House,40.626816815682,-73.95424571022197
F.W.I.L. Lundy Brothers Restaurant Building,40.58394878490312,-73.94901976766398
Hendrick I. Lott House,40.61033029044933,-73.93258035143369
Joost and Elzabeth Van Nuyse House,40.62809349298753,-73.9435757699219
Hubbard House,40.60021891807794,-73.9731260930443
Gravesend Cemetery,40.594669363572855,-73.97455911178864
Elias Hubbard Ryder House,40.60418537777043,-73.94487700097953
Kings County Savings Bank,40.71062584678251,-73.96352271333019
"Brooklyn Public Library, Williamsburgh Branch",40.70694479619469,-73.95744740235156
F. J. Berlenbach House,40.707912585697976,-73.94237293406363
Astral Apartments,40.73169696514258,-73.95745640047154
Long Island Business College,40.709691459080425,-73.96289855285207
19th Police Precinct Station House and Stable,40.71988812233995,-73.94374456496888
New England Congregational Church,40.708772829701225,-73.96184599068152
Colored School No. 3,40.708564707736876,-73.95036014375192
Public School 34,40.72641078319964,-73.94984004607211
"Smith, Gray & Company Building",40.71064147545106,-73.96477970557532
"Saint Paul's Evangelical Lutheran Church, Sunday School and Parsonage",40.70834993479083,-73.95598626330846
Williamsburgh Savings Bank,40.71029479119733,-73.96246946780879
Edwin and Elizabeth Shuttleworth House,40.847801374217156,-73.90385321090183
"Peter S. Hoe House, Sunnyslope",40.81725388073121,-73.88677803253472
Andrew Freedman Home,40.83272733071345,-73.91974670749745
Messiah Home for Children,40.85144079841577,-73.91631633087661
Bronx County Building,40.826699590828255,-73.92354689809837
Dollar Savings Bank,40.86311286129918,-73.89597051619963
American Bank Note Company Printing Plant,40.81710152883597,-73.89072633555736
Dollar Savings Bank,40.81507158254392,-73.91887396791873
Tremont Baptist Church,40.84824469102842,-73.9022469148992
Bronx Borough Courthouse,40.822848347878505,-73.91013262720955
"New York Public Library, Woodstock Branch",40.82076296957548,-73.90456338181971
"Saint Peter's Church, Chapel and Cemetery",40.83821152078175,-73.84364949872368
Park Plaza Apartments,40.831774349954735,-73.92679864626312
Public School 27,40.813367068903325,-73.91396327560814
