,lat,long,geo_address,street_code,borough,address,geometry
236420,40.838015,-73.914326,"Grand Concourse, Bronx County, The Bronx, New York, 10452, United States",36420,Bronx,GRAND CONCOURSE,POINT (-73.914326 40.838015)
236520,40.8347502,-73.9182298,"Grandview Place, Bronx County, The Bronx, New York, 10452, United States",36520,Bronx,GRANDVIEW PLACE,POINT (-73.91822980000001 40.8347502)
236620,40.8381137,-73.9123244,"Grant Avenue, Bronx County, The Bronx, New York, 10456, United States",36620,Bronx,GRANT AVENUE,POINT (-73.9123244 40.8381137)
241330,40.8335176,-73.8605976,"Hugh J. Grant Circle, Bronx County, The Bronx, New York, 10462, United States",41330,Bronx,GRANT CIRCLE,POINT (-73.86059760000001 40.8335176)
236720,40.832359,-73.825723,"Greene Place, Schuylerville, Bronx County, The Bronx, New York, 10465, United States",36720,Bronx,GREENE PLACE,POINT (-73.825723 40.832359)
212215,40.84235615,-73.83710807235761,"Greenstreet, Bronx County, The Bronx, New York, United States",12215,Bronx,GREENSTREET,POINT (-73.83710807235761 40.84235615)
236790,40.8878777,-73.845688,"Grenada Place, Bronx County, The Bronx, New York, 10466, United States",36790,Bronx,GRENADA PLACE,POINT (-73.845688 40.8878777)
236820,40.8853888,-73.906233,"Greystone Avenue, Bronx County, The Bronx, New York, 10463, United States",36820,Bronx,GREYSTONE AVENUE,POINT (-73.906233 40.8853888)
236890,40.812532,-73.894802,"Grinnell Place, Bronx County, The Bronx, New York, 10474, United States",36890,Bronx,GRINNELL PLACE,POINT (-73.894802 40.812532)
236920,40.8442887,-73.8194419,"Griswold Avenue, Spencer Estates, Bronx County, The Bronx, New York, 10465, United States",36920,Bronx,GRISWOLD AVENUE,POINT (-73.8194419 40.8442887)
236990,40.8981294,-73.9036288,"Grosvenor Avenue, Riverdale, Bronx County, The Bronx, New York, 10471, United States",36990,Bronx,GROSVENOR AVENUE,POINT (-73.90362880000001 40.8981294)
237020,40.8511703,-73.8868856,"Grote Street, Belmont, Bronx County, The Bronx, New York, 10457, United States",37020,Bronx,GROTE STREET,POINT (-73.8868856 40.8511703)
213065,40.81988405,-73.90885815,"Grove Hill Playground, Bronx County, The Bronx, New York, United States",13065,Bronx,GROVE HILL PLAYGROUND,POINT (-73.90885815 40.81988405)
237120,40.8403657,-73.862837,"Guerlain Street, Bronx County, The Bronx, New York, 10460, United States",37120,Bronx,GUERLAIN STREET,POINT (-73.862837 40.8403657)
237220,40.8361164,-73.8670868,"Guion Place, Bronx County, The Bronx, New York, 10460, United States",37220,Bronx,GUION PLACE,POINT (-73.8670868 40.8361164)
237410,40.876428849999996,-73.86573381220016,"Gun Hill Houses, The Bronx, New York, United States",37410,Bronx,GUN HILL HOUSES,POINT (-73.86573381220016 40.87642885)
212770,40.874697749999996,-73.86550403091506,"Gun Hill Playground, Bronx County, The Bronx, New York, United States",12770,Bronx,GUN HILL PLAYGROUND,POINT (-73.86550403091506 40.87469775)
237420,40.8773934,-73.8425718,"Gunther Avenue, Bronx County, The Bronx, New York, 10469, United States",37420,Bronx,GUNTHER AVENUE,POINT (-73.8425718 40.8773934)
200028,40.8399325,-73.83915785574166,"Herbert H Lehman High School, 3000, East Tremont Avenue, Middletown, Bronx County, The Bronx, New York, 10461, United States",00028,Bronx,H H LEHMAN HIGH SCHOOL,POINT (-73.83915785574166 40.8399325)
239220,40.878963,-73.9203906,"Henry Hudson Parkway, Bronx County, The Bronx, New York County, New York, 10034, United States",39220,Bronx,H HUDSON PARKWAY,POINT (-73.9203906 40.878963)
237470,40.8951022,-73.9124285,"Hadley Avenue, Riverdale, Bronx County, The Bronx, New York, 10471, United States",37470,Bronx,HADLEY AVENUE,POINT (-73.9124285 40.8951022)
212035,40.8737037,-73.83919296270177,"Haffen Park, Bronx County, The Bronx, New York, United States",12035,Bronx,HAFFEN PARK,POINT (-73.83919296270177 40.8737037)
200828,40.8742704,-73.83920140000001,"Haffen Pool, Burke Avenue, Bronx County, The Bronx, New York, 10469, United States",00828,Bronx,HAFFEN POOL,POINT (-73.83920140000001 40.8742704)
237520,40.849547,-73.853046,"Haight Avenue, Morris Park, Bronx County, The Bronx, New York, 10461, United States",37520,Bronx,HAIGHT AVENUE,POINT (-73.85304600000001 40.849547)
213330,40.8468095,-73.91929573869265,"Half-Nelson Playground, Bronx County, The Bronx, New York, United States",13330,Bronx,HALF NELSON PLAYGROUND,POINT (-73.91929573869265 40.8468095)
237620,40.8240378,-73.8973158,"Hall Place, Bronx County, The Bronx, New York, 10459, United States",37620,Bronx,HALL PLACE,POINT (-73.8973158 40.8240378)
237650,40.8069152,-73.8797017,"Halleck Street, Hunts Point, Bronx County, The Bronx, New York, 10474, United States",37650,Bronx,HALLECK STREET,POINT (-73.8797017 40.8069152)
237720,40.843542,-73.843276,"Halperin Avenue, Bronx County, The Bronx, New York, 10461, United States",37720,Bronx,HALPERIN AVENUE,POINT (-73.843276 40.843542)
264895,40.8153248,-73.8149217,"Monsignor Halpin Place, Silver Beach, Bronx County, The Bronx, New York, 10465, United States",64895,Bronx,HALPIN PLACE,POINT (-73.8149217 40.8153248)
237820,40.8376456,-73.8416581,"Halsey Street, Bronx County, The Bronx, New York, 10461, United States",37820,Bronx,HALSEY STREET,POINT (-73.8416581 40.8376456)
237920,40.871255,-73.843544,"Hammersley Avenue, Bronx County, The Bronx, New York, 10469, United States",37920,Bronx,HAMMERSLEY AVENUE,POINT (-73.84354399999999 40.871255)
238020,40.8614885,-73.9108924,"Hampden Place, University Heights, Bronx County, The Bronx, New York, 10468, United States",38020,Bronx,HAMPDEN PLACE,POINT (-73.91089239999999 40.8614885)
238050,40.804628,-73.7910418,"Hanus Street, Bronx County, The Bronx, New York, 11359, United States",38050,Bronx,HANUS STREET,POINT (-73.7910418 40.804628)
238120,40.815527,-73.81832,"Harding Avenue, Bronx County, The Bronx, New York, 10465, United States",38120,Bronx,HARDING AVENUE,POINT (-73.81832 40.815527)
238130,40.8100174,-73.85672884944593,"Harding Park, Bronx County, The Bronx, New York, United States",38130,Bronx,HARDING PARK,POINT (-73.85672884944593 40.8100174)
200501,40.8085182,-73.9320713,"Port Morris - Harlem River Waterfront Greenway, Bronx County, The Bronx, New York, 10454, United States",00501,Bronx,HARLEM RIVER GREENWAY,POINT (-73.9320713 40.8085182)
200431,40.7990683,-73.91556772538519,"Harlem River Yard power station, The Bronx, New York, United States",00431,Bronx,HARLEM RIVER YARD,POINT (-73.91556772538519 40.7990683)
238220,40.8907595,-73.8329675,"Harper Avenue, Eastchester, Bronx County, The Bronx, New York, 10466, United States",38220,Bronx,HARPER AVENUE,POINT (-73.8329675 40.8907595)
238250,40.8846472,-73.8343466,"Harper Court, Eastchester, Bronx County, The Bronx, New York, 10466, United States",38250,Bronx,HARPER COURT,POINT (-73.8343466 40.8846472)
238320,40.8396129,-73.8336817,"Harrington Avenue, Middletown, Bronx County, The Bronx, New York, 10461, United States",38320,Bronx,HARRINGTON AVENUE,POINT (-73.8336817 40.8396129)
212040,40.876505249999994,-73.89173968708334,"Harris Park, Bronx County, The Bronx, New York, United States",12040,Bronx,HARRIS PARK,POINT (-73.89173968708334 40.87650524999999)
238420,40.8531915,-73.9108691,"Harrison Avenue, University Heights, Bronx County, The Bronx, New York, 10453, United States",38420,Bronx,HARRISON AVENUE,POINT (-73.9108691 40.8531915)
238520,40.8298782,-73.8737574,"Harrod Avenue, Bronx County, The Bronx, New York, 10472, United States",38520,Bronx,HARROD AVENUE,POINT (-73.8737574 40.8298782)
238525,40.829276,-73.873634,"Harrod Place, Bronx County, The Bronx, New York, 10472, United States",38525,Bronx,HARROD PLACE,POINT (-73.873634 40.829276)
238530,40.8526356,-73.770509945,"Hart Island, The Bronx, New York, United States",38530,Bronx,HART ISLAND,POINT (-73.770509945 40.8526356)
201149,40.8521816,-73.7726765,"Hart Island Ferry Terminal, Gazebo Lane, Bronx County, The Bronx, New York, 10464, United States",01149,Bronx,HART ISLAND FERRY TERMINAL,POINT (-73.7726765 40.8521816)
238540,40.811664,-73.8464308,"Hart Street, Bronx County, The Bronx, New York, 10473, United States",38540,Bronx,HART STREET,POINT (-73.84643079999999 40.811664)
238590,40.8343667,-73.8288355,"Haskin Street, Schuylerville, Bronx County, The Bronx, New York, 10461, United States",38590,Bronx,HASKIN STREET,POINT (-73.8288355 40.8343667)
238600,40.8144843,-73.8065384,"Hatting Place, Silver Beach, Bronx County, The Bronx, New York, 10465, United States",38600,Bronx,HATTING PLACE,POINT (-73.80653839999999 40.8144843)
238620,40.8286624,-73.8471354,"Havemeyer Avenue, Unionport, Bronx County, The Bronx, New York, 10473, United States",38620,Bronx,HAVEMEYER AVENUE,POINT (-73.8471354 40.8286624)
200831,40.81754885,-73.84424675,"Havemeyer Garden Association Community Garden, Lacombe Avenue, Castle Hill, Bronx County, The Bronx, New York, 10473, United States",00831,Bronx,HAVEMEYER GARDEN,POINT (-73.84424675 40.81754885)
212665,40.8298414,-73.84776312803498,"Havemeyer Playground, Bronx County, The Bronx, New York, United States",12665,Bronx,HAVEMEYER PLAYGROUND,POINT (-73.84776312803498 40.8298414)
238720,40.8308346,-73.8480755,"Haviland Avenue, Unionport, Bronx County, The Bronx, New York, 10462, United States",38720,Bronx,HAVILAND AVENUE,POINT (-73.84807549999999 40.8308346)
238800,40.8459992,-73.7883899,"Hawkins Street, City Island, Bronx County, The Bronx, New York, 10464, United States",38800,Bronx,HAWKINS STREET,POINT (-73.7883899 40.8459992)
238820,40.8427605,-73.9132677,"Hawkstone Street, Bronx County, The Bronx, New York, 10452, United States",38820,Bronx,HAWKSTONE STREET,POINT (-73.91326770000001 40.8427605)
238830,40.8398882,-73.8596147,"Hawthorne Drive, Bronx County, The Bronx, New York, 10462, United States",38830,Bronx,HAWTHORNE DRIVE,POINT (-73.85961469999999 40.8398882)
238835,40.8642846,-73.841877,"Hawthorne Street, Bronx County, The Bronx, New York, 10469, United States",38835,Bronx,HAWTHORNE STREET,POINT (-73.841877 40.8642846)
238880,40.8100627,-73.8053325,"Hazel Place, Silver Beach, Bronx County, The Bronx, New York, 10465, United States",38880,Bronx,HAZEL PLACE,POINT (-73.80533250000001 40.8100627)
238900,40.796414,-73.887598,"Hazen Street, Bronx County, The Bronx, New York, 10474, United States",38900,Bronx,HAZEN STREET,POINT (-73.887598 40.796414)
271420,40.9009972,-73.87070690747916,"Healy Field, Van Cortlandt Park East, Woodlawn, Bronx County, The Bronx, New York, 10470, United States",71420,Bronx,HEALY FIELD,POINT (-73.87070690747916 40.9009972)
238920,40.8785184,-73.8986367,"Heath Avenue, Kingsbridge, Bronx County, The Bronx, New York, 10463, United States",38920,Bronx,HEATH AVENUE,POINT (-73.8986367 40.8785184)
212285,40.868727750000005,-73.90761874017548,"Heath Triangle, Bronx County, The Bronx, New York, United States",12285,Bronx,HEATH TRIANGLE,POINT (-73.90761874017548 40.86872775000001)
238925,40.8867431,-73.8251688,"Heathcote Avenue, Eastchester, Bronx County, The Bronx, New York, 10475, United States",38925,Bronx,HEATHCOTE AVENUE,POINT (-73.8251688 40.8867431)
213700,40.9090473,-73.91021863298639,"Hebrew Home for the Aged at Riverdale, Sigma Place, Riverdale, Bronx County, The Bronx, New York, 10471, United States",13700,Bronx,HEBREW HOME FOR THE AGED,POINT (-73.91021863298639 40.9090473)
239120,40.8549135,-73.9151966,"Hennessy Place, Morris Heights, Bronx County, The Bronx, New York, 10453, United States",39120,Bronx,HENNESSY PLACE,POINT (-73.9151966 40.8549135)
298310,40.878963,-73.9203906,"Henry Hudson Bridge, Johnson Avenue, Spuyten Duyvil, Bronx County, The Bronx, New York, 10034, United States",98310,Bronx,HENRY HUDSON BRIDGE,POINT (-73.9203906 40.878963)
212060,40.880984749999996,-73.92093271617648,"Henry Hudson Park, Bronx County, The Bronx, New York, United States",12060,Bronx,HENRY HUDSON PARK,POINT (-73.92093271617648 40.88098475)
239320,40.8475265,-73.9100947,"Henwood Place, Tremont, Bronx County, The Bronx, New York, 10453, United States",39320,Bronx,HENWOOD PLACE,POINT (-73.9100947 40.8475265)
239420,40.8727401,-73.853593,"Hering Avenue, Eastchester Heights, Bronx County, The Bronx, New York, 10469, United States",39420,Bronx,HERING AVENUE,POINT (-73.853593 40.8727401)
248210,40.82702209999999,-73.92762250967354,"Heritage Field, Ruppert Place, Bronx County, The Bronx, New York, 10451, United States",48210,Bronx,HERITAGE FIELD,POINT (-73.92762250967354 40.82702209999999)
239450,40.8957514,-73.875725,"Herkimer Place, Woodlawn, Bronx County, The Bronx, New York, 10470, United States",39450,Bronx,HERKIMER PLACE,POINT (-73.875725 40.8957514)
239520,40.824735,-73.849361,"Hermany Avenue, Unionport, Bronx County, The Bronx, New York, 10473, United States",39520,Bronx,HERMANY AVENUE,POINT (-73.849361 40.824735)
200005,40.835653199999996,-73.91960128040012,"P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School, 1220, Gerard Avenue, High Bridge, Bronx County, The Bronx, New York, 10452, United States",00005,Bronx,HERNANDEZ DUAL LANGUAGE SCHOOL,POINT (-73.91960128040012 40.8356532)
239620,40.8360412,-73.842753,"Herschell Street, Bronx County, The Bronx, New York, 10461, United States",39620,Bronx,HERSCHELL STREET,POINT (-73.842753 40.8360412)
239720,40.8186945,-73.8999748,"Hewitt Place, Bronx County, The Bronx, New York, 10459, United States",39720,Bronx,HEWITT PLACE,POINT (-73.8999748 40.8186945)
239790,40.877298,-73.852112,"Hicks Street, Eastchester Heights, Bronx County, The Bronx, New York, 10469, United States",39790,Bronx,HICKS STREET,POINT (-73.85211200000001 40.877298)
239803,40.8424433,-73.9316531,"High Bridge, Sedgwick Avenue, High Bridge, Bronx County, The Bronx, New York, 10452, United States",39803,Bronx,HIGH BRIDGE,POINT (-73.93165310000001 40.8424433)
239805,40.859763,-73.78564683693116,"High Island, Bronx County, The Bronx, New York, United States",39805,Bronx,HIGH ISLAND,POINT (-73.78564683693116 40.859763)
200087,40.8704223,-73.8970822,"High School for Teaching and the Professions, 2780, Reservoir Avenue, Kingsbridge Heights, Bronx County, The Bronx, New York, 10468, United States",00087,Bronx,HIGH SCHOOL FOR TEACHING,POINT (-73.8970822 40.8704223)
200054,40.8270721,-73.9040185,"High School for Violin and Dance, East 166th Street, Morrisania, Bronx County, The Bronx, New York, 10456, United States",00054,Bronx,HIGH SCHOOL FOR VIOLIN & DANCE,POINT (-73.90401850000001 40.8270721)
200089,40.874771949999996,-73.89519869929767,"High School of American Studies at Lehman College, 2925, Goulden Avenue, Kingsbridge Heights, Bronx County, The Bronx, New York, 10468, United States",00089,Bronx,HIGH SCHOOL OF AMERICAN STUDIES,POINT (-73.89519869929767 40.87477195)
200151,40.8319625,-73.8783274,"X550 High School of World Cultures, East 172nd Street, Bronx County, The Bronx, New York, 10472, United States",00151,Bronx,HIGH SCHOOL OF WORLD CULTURES,POINT (-73.8783274 40.8319625)
212480,40.84208015,-73.92685791605194,"Highbridge Park, Bronx County, The Bronx, New York, United States",12480,Bronx,HIGHBRIDGE PARK,POINT (-73.92685791605194 40.84208015)
201009,40.8355038,-73.9320521,"Highbridge Yard, Major Deegan Expressway, High Bridge, Bronx County, The Bronx, New York, 10452, United States",01009,Bronx,HIGHBRIDGE YARD,POINT (-73.93205210000001 40.8355038)
212725,40.8233699,-73.85141884881116,"Police Officer Hilario Serrano Playground, Bronx County, The Bronx, New York, 10473, United States",12725,Bronx,HILARIO SERRANO PLAYGROUND,POINT (-73.85141884881116 40.8233699)
239820,40.8935705,-73.84011,"Hill Avenue, Bronx County, The Bronx, New York, 10466, United States",39820,Bronx,HILL AVENUE,POINT (-73.84011 40.8935705)
239920,40.8838948,-73.8904627,"Hillman Avenue, Bronx County, The Bronx, New York, 10463, United States",39920,Bronx,HILLMAN AVENUE,POINT (-73.8904627 40.8838948)
240020,40.8515709,-73.8310664,"Hobart Avenue, Pelham Bay, Bronx County, The Bronx, New York, 10461, United States",40020,Bronx,HOBART AVENUE,POINT (-73.8310664 40.8515709)
240120,40.82863,-73.890878,"Hoe Avenue, Charlotte Gardens, Bronx County, The Bronx, New York, 10460, United States",40120,Bronx,HOE AVENUE,POINT (-73.890878 40.82863)
200362,40.8225,-73.8902778,"Hoe Garden, Bronx County, The Bronx, New York, 10459, United States",00362,Bronx,HOE GARDEN,POINT (-73.89027780000001 40.8225)
240220,40.8589373,-73.8858335,"Hoffman Street, Belmont, Bronx County, The Bronx, New York, 10458, United States",40220,Bronx,HOFFMAN STREET,POINT (-73.8858335 40.8589373)
240320,40.8551296,-73.86574,"Holland Avenue, Van Nest, Bronx County, The Bronx, New York, 10462, United States",40320,Bronx,HOLLAND AVENUE,POINT (-73.86574 40.8551296)
240340,40.8845043,-73.8270873,"Hollers Avenue, Eastchester, Bronx County, The Bronx, New York, 10475, United States",40340,Bronx,HOLLERS AVENUE,POINT (-73.8270873 40.8845043)
240400,40.813778,-73.807856,"Holly Place, Silver Beach, Bronx County, The Bronx, New York, 10465, United States",40400,Bronx,HOLLY PLACE,POINT (-73.807856 40.813778)
240420,40.838854,-73.8268709,"Hollywood Avenue, Middletown, Bronx County, The Bronx, New York, 10461, United States",40420,Bronx,HOLLYWOOD AVENUE,POINT (-73.8268709 40.838854)
240450,40.8763563,-73.8760131,"Holt Place, Norwood, Bronx County, The Bronx, New York, 10467, United States",40450,Bronx,HOLT PLACE,POINT (-73.87601309999999 40.8763563)
201165,40.8176757,-73.8609622,"Holy Cross School, 1846, Randall Avenue, Clason Point, Bronx County, The Bronx, New York, 10473, United States",01165,Bronx,HOLY CROSS SCHOOL,POINT (-73.8609622 40.8176757)
201188,40.8294734,-73.85098274118421,"Church of the Holy Family, 1061, Castle Hill Avenue, Unionport, Bronx County, The Bronx, New York, 10472, United States",01188,Bronx,HOLY FAMILY CHURCH,POINT (-73.85098274118421 40.8294734)
201187,40.829151350000004,-73.85103430392972,"Holy Family School, Blackrock Avenue, Unionport, Bronx County, The Bronx, New York, 10472, United States",01187,Bronx,HOLY FAMILY SCHOOL,POINT (-73.85103430392972 40.82915135)
240520,40.8282532,-73.8956783,"Home Street, Bronx County, The Bronx, New York, 10459, United States",40520,Bronx,HOME STREET,POINT (-73.8956783 40.8282532)
240540,40.821856,-73.84869,"Homer Avenue, Castle Hill, Bronx County, The Bronx, New York, 10473, United States",40540,Bronx,HOMER AVENUE,POINT (-73.84869 40.821856)
240620,40.8701572,-73.8575864,"Hone Avenue, Eastchester Heights, Bronx County, The Bronx, New York, 10469, United States",40620,Bronx,HONE AVENUE,POINT (-73.8575864 40.8701572)
240790,40.8070985,-73.850604,"Horizon Court, Bronx County, The Bronx, New York, 10473, United States",40790,Bronx,HORIZON COURT,POINT (-73.850604 40.8070985)
212145,40.824153749999994,-73.89768374247907,"Horseshoe Park, Bronx County, The Bronx, New York, United States",12145,Bronx,HORSESHOE PARK,POINT (-73.89768374247907 40.82415374999999)
240920,40.839179,-73.7853978,"Horton Street, Bronx County, The Bronx, New York, 10464, United States",40920,Bronx,HORTON STREET,POINT (-73.7853978 40.839179)
240930,40.813234,-73.826391,"Hosmer Avenue, Bronx County, The Bronx, New York, 10465, United States",40930,Bronx,HOSMER AVENUE,POINT (-73.826391 40.813234)
241000,40.8180719,-73.9268413875,"Hostos Community College, 500, Grand Concourse, Mott Haven, Bronx County, The Bronx, New York, 10451, United States",41000,Bronx,HOSTOS COMM COLLEGE,POINT (-73.9268413875 40.8180719)
241040,40.8128125,-73.8476335,"Howe Avenue, Castle Hill, Bronx County, The Bronx, New York, 10473, United States",41040,Bronx,HOWE AVENUE,POINT (-73.8476335 40.8128125)
241120,40.9020056,-73.8467386,"Hoxie Street, Wakefield, Bronx County, The Bronx, New York, 10470, United States",41120,Bronx,HOXIE STREET,POINT (-73.84673859999999 40.9020056)
241720,40.8904621,-73.8155907,"Hutchinson River Parkway, Bronx County, The Bronx, Village of Pelham Manor, Town of Pelham, Westchester County, New York, 10803, United States",41720,Bronx,HRP,POINT (-73.8155907 40.8904621)
241150,40.840649,-73.850157,"Hubbell Street, Bronx County, The Bronx, New York, 10461, United States",41150,Bronx,HUBBELL STREET,POINT (-73.850157 40.840649)
241170,40.8823543,-73.918364,"Henry Hudson Monument, Independence Avenue, Spuyten Duyvil, Bronx County, The Bronx, New York, 10471, United States",41170,Bronx,HUDSON AVENUE,POINT (-73.918364 40.8823543)
241220,40.8884992,-73.915644,"Hudson Manor Terrace, Spuyten Duyvil, Bronx County, The Bronx, New York, 10463, United States",41220,Bronx,HUDSON MANOR TERRACE,POINT (-73.915644 40.8884992)
264745,40.9030403,-73.9100885,"Hudson River Road, Riverdale, Bronx County, The Bronx, New York, 10471, United States",64745,Bronx,HUDSON RIV,POINT (-73.9100885 40.9030403)
241920,40.9030403,-73.9100885,"Hudson River Road, Riverdale, Bronx County, The Bronx, New York, 10471, United States",41920,Bronx,HUDSON RIV ROAD,POINT (-73.9100885 40.9030403)
241320,40.852679,-73.888101,"Hughes Avenue, Belmont, Bronx County, The Bronx, New York, 10458, United States",41320,Bronx,HUGHES AVENUE,POINT (-73.88810100000001 40.852679)
241350,40.8872785,-73.8193663,"Huguenot Avenue, Eastchester, Bronx County, The Bronx, New York, 10475, United States",41350,Bronx,HUGUENOT AVENUE,POINT (-73.8193663 40.8872785)
241420,40.8712196,-73.8803705,"Hull Avenue, Bedford Park, Bronx County, The Bronx, New York, 10467, United States",41420,Bronx,HULL AVENUE,POINT (-73.8803705 40.8712196)
241520,40.850211,-73.865265,"Hunt Avenue, Van Nest, Bronx County, The Bronx, New York, 10462, United States",41520,Bronx,HUNT AVENUE,POINT (-73.86526499999999 40.850211)
241530,40.8799279,-73.833832,"Hunter Avenue, Bronx County, The Bronx, New York, 10475, United States",41530,Bronx,HUNTER AVENUE,POINT (-73.833832 40.8799279)
241550,40.8293051,-73.8318841,"Huntington Avenue, Schuylerville, Bronx County, The Bronx, New York, 10465, United States",41550,Bronx,HUNTINGTON AVENUE,POINT (-73.8318841 40.8293051)
241620,40.8208004,-73.8908065,"Hunts Point Avenue, East 163rd Street, Bronx County, The Bronx, New York, 10459, United States",41620,Bronx,HUNTS POINT AVENUE,POINT (-73.8908065 40.8208004)
210840,40.8060506,-73.87470223358719,"Hunts Point Cooperative Market, The Bronx, New York, United States",10840,Bronx,HUNTS POINT MARKET,POINT (-73.87470223358719 40.8060506)
212460,40.8141667,-73.8861111,"Hunts Point Playground, Bronx County, The Bronx, New York, 10474, United States",12460,Bronx,HUNTS POINT PLAYGROUND,POINT (-73.88611109999999 40.8141667)
200834,40.814968699999994,-73.88923839266997,"Hunts Point Recreation Center, 765, Manida Street, Hunts Point, Bronx County, The Bronx, New York, 10474, United States",00834,Bronx,HUNTS POINT RECREATION CENTER,POINT (-73.88923839266997 40.81496869999999)
241650,40.8094516,-73.8510519,"Husson Avenue, Bronx County, The Bronx, New York, 10473, United States",41650,Bronx,HUSSON AVENUE,POINT (-73.8510519 40.8094516)
200243,40.8466508,-73.8785937,"The Bronx, New York, United States",00243,Bronx,HUTCH RVR PY ET   19 S-W-19 N NB,POINT (-73.8785937 40.8466508)
241710,40.886435,-73.823294,"Hutchinson Avenue, Eastchester, Bronx County, The Bronx, New York, 10475, United States",41710,Bronx,HUTCHINSON AVENUE,POINT (-73.823294 40.886435)
200233,40.849642349999996,-73.83640393750001,"Hutchinson River Parkway, Bronx County, The Bronx, New York, United States",00233,Bronx,HUTCHINSON RIV,POINT (-73.83640393750001 40.84964235)
200172,40.8730816,-73.8186335,"Hutchinson River Greenway, Bronx County, The Bronx, New York, 10475, United States",00172,Bronx,HUTCHINSON RIVER GREENWAY,POINT (-73.8186335 40.8730816)
200835,40.85236315,-73.89009643387004,"Hutton Square, Bronx County, The Bronx, New York, United States",00835,Bronx,HUTTON SQUARE,POINT (-73.89009643387004 40.85236315)
241820,40.9086316,-73.8979391,"Huxley Avenue, Bronx County, The Bronx, New York, 10471, United States",41820,Bronx,HUXLEY AVENUE,POINT (-73.8979391 40.9086316)
253870,40.8450719,-73.9263833,"Cross Bronx Expressway, Morris Heights, Bronx County, The Bronx, New York, 10452, United States",53870,Bronx,I   95,POINT (-73.9263833 40.8450719)
210535,40.8466508,-73.8785937,"The Bronx, New York, United States",10535,Bronx,I   95 EXITS    1 D-1 C SB,POINT (-73.8785937 40.8466508)
201051,40.8466508,-73.8785937,"The Bronx, New York, United States",01051,Bronx,I   95 EXITS    1 D-C-B SB,POINT (-73.8785937 40.8466508)
230820,40.836165,-73.8247379,"Throgs Neck Expressway, Eastchester Bay, Bronx County, The Bronx, New York, 10465, United States",30820,Bronx,I  695,POINT (-73.8247379 40.836165)
201103,40.8466508,-73.8785937,"The Bronx, New York, United States",01103,Bronx,I 95/CB EP ET TO I 95/BRUCK EP,POINT (-73.8785937 40.8466508)
213045,40.8112632,-73.91008960472257,"I Am Park, Bronx County, The Bronx, New York, United States",13045,Bronx,I AM PARK,POINT (-73.91008960472257 40.8112632)
242920,40.8853529,-73.8379511,"Crawford Avenue, Bronx County, The Bronx, New York, 10466, United States",42920,Bronx,I CRAWFORD AVENUE,POINT (-73.8379511 40.8853529)
210325,40.8466508,-73.8785937,"The Bronx, New York, United States",10325,Bronx,IN   95 B EXIT    7 A,POINT (-73.8785937 40.8466508)
200654,40.8741532,-73.8773809,"IND Concourse Line, East 205th Street, Norwood, Bronx County, The Bronx, New York, 10467, United States",00654,Bronx,IND-D-NORWOOD-205 STREET,POINT (-73.87738090000001 40.8741532)
241940,40.8946098,-73.9022082,"Indian Road, Fieldston, Bronx County, The Bronx, New York, 10471, United States",41940,Bronx,INDIAN ROAD,POINT (-73.9022082 40.8946098)
241945,40.8097579,-73.8034933,"Indian Trail, Silver Beach, Bronx County, The Bronx, New York, 10465, United States",41945,Bronx,INDIAN TRAIL,POINT (-73.8034933 40.8097579)
200101,40.8269895,-73.8183168,"Intermediate School 192, 650, Hollywood Avenue, Throgs Neck, Bronx County, The Bronx, New York, 10465, United States",00101,Bronx,INTERMEDIATE SCHOOL  113,POINT (-73.81831680000001 40.8269895)
259632,40.8235106,-73.8601863,"Intermediate School 131, 1881, Lafayette Avenue, Castle Hill, Bronx County, The Bronx, New York, 10473, United States",59632,Bronx,INTERMEDIATE SCHOOL  131,POINT (-73.8601863 40.8235106)
200344,40.814996,-73.8560409,"Intermediate School 174, 456, White Plains Road, Clason Point, Bronx County, The Bronx, New York, 10473, United States",00344,Bronx,INTERMEDIATE SCHOOL  174,POINT (-73.8560409 40.814996)
200103,40.8269895,-73.8183168,"Intermediate School 192, 650, Hollywood Avenue, Throgs Neck, Bronx County, The Bronx, New York, 10465, United States",00103,Bronx,INTERMEDIATE SCHOOL  180,POINT (-73.81831680000001 40.8269895)
200161,40.8269895,-73.8183168,"Intermediate School 192, 650, Hollywood Avenue, Throgs Neck, Bronx County, The Bronx, New York, 10465, United States",00161,Bronx,INTERMEDIATE SCHOOL  190,POINT (-73.81831680000001 40.8269895)
200023,40.8269895,-73.8183168,"Intermediate School 192, 650, Hollywood Avenue, Throgs Neck, Bronx County, The Bronx, New York, 10465, United States",00023,Bronx,INTERMEDIATE SCHOOL  192,POINT (-73.81831680000001 40.8269895)
213510,40.8269895,-73.8183168,"Intermediate School 192, 650, Hollywood Avenue, Throgs Neck, Bronx County, The Bronx, New York, 10465, United States",13510,Bronx,INTERMEDIATE SCHOOL  206,POINT (-73.81831680000001 40.8269895)
200073,40.8269895,-73.8183168,"Intermediate School 192, 650, Hollywood Avenue, Throgs Neck, Bronx County, The Bronx, New York, 10465, United States",00073,Bronx,INTERMEDIATE SCHOOL  228,POINT (-73.81831680000001 40.8269895)
